Year,ICD Code,Description,Link,Cleaned Description
2021,V06.031,V06.031 Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident,,Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident
2021,V06.031A,"V06.031A Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
2021,V06.031D,"V06.031D Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
2021,V06.031S,"V06.031S Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
2021,V06.038,V06.038 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident
2021,V06.038A,"V06.038A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter"
2021,V06.038D,"V06.038D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter"
2021,V06.038S,"V06.038S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident, sequela"
2021,V06.13,V06.13 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident,,Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident
2021,V06.131,V06.131 Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident,,Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident
2021,V06.131A,"V06.131A Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
2021,V06.131D,"V06.131D Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
2021,V06.131S,"V06.131S Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident, sequela"
2021,V06.138,V06.138 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident,,Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident
2021,V06.138A,"V06.138A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, initial encounter"
2021,V06.138D,"V06.138D Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter"
2021,V06.138S,"V06.138S Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, sequela",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, sequela"
2021,V06.93,"V06.93 Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident"
2021,V06.931,"V06.931 Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident"
2021,V06.931A,"V06.931A Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
2021,V06.931D,"V06.931D Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
2021,V06.931S,"V06.931S Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, sequela",,"Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, sequela"
2021,V06.938,"V06.938 Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident"
2021,V06.938A,"V06.938A Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
